STT,Từ khóa,Mã loại,Tên loại,Danh_sach_tu_khoa,Danh_sach_tu_khoa_chuan,Text_TFIDF
80,"bác sĩ, bênh viện, tai nạn, chấn thương, nghiêm trọng, hôn mê, cháy máu, phẫu thuật gấp, chuyển tiền, viện phí, khẩn cấp, ngã, đập đầu, máu me, hôn mê, cấp cứu, khẩn cấp, bệnh viện, chuyển tiền, tiền, phẫu thuật gấp, chuyển tiền, tỷ lệ sống, %, không mổ kịp, báo công an, đóng thêm, kiện tụng, tạm giữ, giấy tờ, không gọi cho ai",8,Lừa đảo liên quan sức khỏe,"[""bác_sĩ"", ""bênh_viện"", ""tai_nạn"", ""chấn_thương"", ""nghiêm_trọng"", ""hôn_mê"", ""cháy_máu"", ""phẫu_thuật_gấp"", ""viện_phí"", ""khẩn_cấp"", ""ngã"", ""đập_đầu"", ""máu_me"", ""hôn_mê"", ""cấp_cứu"", ""khẩn_cấp"", ""bệnh_viện"", ""phẫu_thuật_gấp"", ""tỷ_lệ_sống"", ""không_mổ_kịp"", ""báo_công_an"", ""đóng_thêm"", ""kiện_tụng"", ""tạm_giữ"", ""giấy_tờ"", ""không_gọi_cho_ai""]","[""bác_sĩ"", ""bệnh_viện"", ""tai_nạn"", ""chấn_thương"", ""nghiêm_trọng"", ""hôn_mê"", ""chảy_máu"", ""phẫu_thuật"", ""gấp"", ""viện_phí"", ""khẩn_cấp"", ""ngã"", ""đập_đầu"", ""máu_me"", ""cấp_cứu"", ""tỷ_lệ"", ""sống"", ""không_mổ_kịp"", ""báo_công_an"", ""đóng_thêm"", ""kiện_tụng"", ""tạm_giữ"", ""giấy_tờ"", ""không_gọi_cho_ai""]",bác_sĩ bệnh_viện tai_nạn chấn_thương nghiêm_trọng hôn_mê chảy_máu phẫu_thuật gấp viện_phí khẩn_cấp ngã đập_đầu máu_me cấp_cứu tỷ_lệ sống không_mổ_kịp báo_công_an đóng_thêm kiện_tụng tạm_giữ giấy_tờ không_gọi_cho_ai
81,"nhân viên HR, nhân viên, ứng tuyển, yêu cầu, xác nhận, thông tin, link, phỏng vấn, điền thông tin, thông tin cá nhân, phối hợp, vietlott, dự án, an sinh xã hội, đăng ký, tài khoản, nạp, kích hoạt, lợi nhuận, khớp lệnh, nhóm, lệnh, nhanh tay, uy tín, rút tiền, tiền, phí, rút, bí mật, nạp tiền",4,Giả mạo nhà tuyển dụng,"[""nhân_viên_hr"", ""nhân_viên"", ""ứng_tuyển"", ""yêu_cầu"", ""xác_nhận"", ""thông_tin"", ""phỏng_vấn"", ""điền_thông_tin"", ""thông_tin_cá_nhân"", ""phối_hợp"", ""vietlott"", ""dự_án"", ""an_sinh_xã_hội"", ""đăng_ký"", ""nạp"", ""kích_hoạt"", ""lợi_nhuận"", ""khớp_lệnh"", ""nhóm"", ""lệnh"", ""nhanh_tay"", ""uy_tín"", ""rút_tiền"", ""phí"", ""rút"", ""bí_mật"", ""nạp_tiền""]","[""nhân_viên"", ""hr"", ""ứng_tuyển"", ""yêu_cầu"", ""xác_nhận"", ""thông_tin"", ""phỏng_vấn"", ""điền"", ""cá_nhân"", ""phối_hợp"", ""vietlott"", ""dự_án"", ""an_sinh"", ""xã_hội"", ""đăng_ký"", ""nạp"", ""kích_hoạt"", ""lợi_nhuận"", ""khớp_lệnh"", ""nhóm"", ""lệnh"", ""nhanh_tay"", ""uy_tín"", ""rút_tiền"", ""phí"", ""rút"", ""bí_mật"", ""nạp_tiền""]",nhân_viên hr ứng_tuyển yêu_cầu xác_nhận thông_tin phỏng_vấn điền cá_nhân phối_hợp vietlott dự_án an_sinh xã_hội đăng_ký nạp kích_hoạt lợi_nhuận khớp_lệnh nhóm lệnh nhanh_tay uy_tín rút_tiền phí rút bí_mật nạp_tiền
82,"bác sĩ, phụ huynh, lớp, tai nạn, giao thông, nguy kịch, chuẩn bị, phòng mổ, bình tĩnh, phẫu thuật gấp, nguy hiểm, máy trực cá nhân, tạm ứng, tiền, viện phí, bênh viện, phẫu thuật, tài khoản, phòng kế toán, chụp hóa đơn, Zalo, báo ekip mổ",8,Lừa đảo liên quan sức khỏe,"[""bác_sĩ"", ""phụ_huynh"", ""lớp"", ""tai_nạn"", ""giao_thông"", ""nguy_kịch"", ""chuẩn_bị"", ""phòng_mổ"", ""bình_tĩnh"", ""phẫu_thuật_gấp"", ""nguy_hiểm"", ""máy_trực_cá_nhân"", ""tạm_ứng"", ""viện_phí"", ""bênh_viện"", ""phẫu_thuật"", ""phòng_kế_toán"", ""chụp_hóa_đơn"", ""zalo"", ""báo_ekip_mổ""]","[""bác_sĩ"", ""phụ_huynh"", ""lớp"", ""tai_nạn"", ""giao_thông"", ""nguy_kịch"", ""chuẩn_bị"", ""phòng_mổ"", ""bình_tĩnh"", ""phẫu_thuật"", ""gấp"", ""nguy_hiểm"", ""máy"", ""trực"", ""cá_nhân"", ""tạm_ứng"", ""viện_phí"", ""bệnh_viện"", ""phòng"", ""kế_toán"", ""chụp_hóa_đơn"", ""zalo"", ""báo_ekip_mổ""]",bác_sĩ phụ_huynh lớp tai_nạn giao_thông nguy_kịch chuẩn_bị phòng_mổ bình_tĩnh phẫu_thuật gấp nguy_hiểm máy trực cá_nhân tạm_ứng viện_phí bệnh_viện phòng kế_toán chụp_hóa_đơn zalo báo_ekip_mổ
83,"cô, giáo viên chủ nhiệm, ngã, xe đạp, va chạm mạnh, tình trạng, nghiêm trọng, chấn thương, gãy xương, đau đớn dữ dội, phòng cấp cứu, chụp chiếu ngay, bó bột, phẫu thuật, tạm ứng, chi phí, khám, điều trị, khẩn cấp, biến chứng, nguy hiểm, tài khoản",8,Lừa đảo liên quan sức khỏe,"[""cô"", ""giáo_viên_chủ_nhiệm"", ""ngã"", ""xe_đạp"", ""va_chạm_mạnh"", ""tình_trạng"", ""nghiêm_trọng"", ""chấn_thương"", ""gãy_xương"", ""đau_đớn_dữ_dội"", ""phòng_cấp_cứu"", ""chụp_chiếu_ngay"", ""bó_bột"", ""phẫu_thuật"", ""tạm_ứng"", ""chi_phí"", ""khám"", ""điều_trị"", ""khẩn_cấp"", ""biến_chứng"", ""nguy_hiểm""]","[""cô"", ""giáo_viên"", ""chủ_nhiệm"", ""ngã"", ""xe_đạp"", ""va_chạm"", ""mạnh"", ""tình_trạng"", ""nghiêm_trọng"", ""chấn_thương"", ""gãy_xương"", ""đau_đớn"", ""dữ_dội"", ""phòng"", ""cấp_cứu"", ""chụp_chiếu_ngay"", ""bó_bột"", ""phẫu_thuật"", ""tạm_ứng"", ""chi_phí"", ""khám"", ""điều_trị"", ""khẩn_cấp"", ""biến_chứng"", ""nguy_hiểm""]",cô giáo_viên chủ_nhiệm ngã xe_đạp va_chạm mạnh tình_trạng nghiêm_trọng chấn_thương gãy_xương đau_đớn dữ_dội phòng cấp_cứu chụp_chiếu_ngay bó_bột phẫu_thuật tạm_ứng chi_phí khám điều_trị khẩn_cấp biến_chứng nguy_hiểm
84,"bác sĩ, nhập viện, tình trạng, nặng, đang chấn thương, va đạp mạnh, chảy máu, chấn thương, vùng sọ, hô mê, nguy kịch, phẫu thuật gấp, chuyển tiền, tiền, tài khoản, ngân hàng",8,Lừa đảo liên quan sức khỏe,"[""bác_sĩ"", ""nhập_viện"", ""tình_trạng"", ""nặng"", ""đang_chấn_thương"", ""va_đạp_mạnh"", ""chảy_máu"", ""chấn_thương"", ""vùng_sọ"", ""hô_mê"", ""nguy_kịch"", ""phẫu_thuật_gấp"", ""ngân_hàng""]","[""bác_sĩ"", ""nhập_viện"", ""tình_trạng"", ""nặng"", ""đang"", ""chấn_thương"", ""va_đập"", ""mạnh"", ""chảy_máu"", ""vùng_sọ"", ""hôn_mê"", ""nguy_kịch"", ""phẫu_thuật"", ""gấp"", ""ngân_hàng""]",bác_sĩ nhập_viện tình_trạng nặng đang chấn_thương va_đập mạnh chảy_máu vùng_sọ hôn_mê nguy_kịch phẫu_thuật gấp ngân_hàng
85,"thầy, giáo viên chủ nhiệm, gọi điện, khẩn cấp, tai nạn, giao thông, nghiêm trọng, cấp cứu, bênh viện, chấn thương, xuất huyết nội, nguy cấp, yếu dần, phòng hồi sức, truyển máu, khẩn cấp, mổ ngay, tạm ứng, phí điều trị, nguy hiểm, tính mạng, cứu chữa, chuyển triền, tài khoản, bệnh viện, tài khoản",8,Lừa đảo liên quan sức khỏe,"[""thầy"", ""giáo_viên_chủ_nhiệm"", ""gọi_điện"", ""khẩn_cấp"", ""tai_nạn"", ""giao_thông"", ""nghiêm_trọng"", ""cấp_cứu"", ""bênh_viện"", ""chấn_thương"", ""xuất_huyết_nội"", ""nguy_cấp"", ""yếu_dần"", ""phòng_hồi_sức"", ""truyển_máu"", ""khẩn_cấp"", ""mổ_ngay"", ""tạm_ứng"", ""phí_điều_trị"", ""nguy_hiểm"", ""tính_mạng"", ""cứu_chữa"", ""chuyển_triền"", ""bệnh_viện""]","[""thầy"", ""giáo_viên"", ""chủ_nhiệm"", ""gọi_điện"", ""khẩn_cấp"", ""tai_nạn"", ""giao_thông"", ""nghiêm_trọng"", ""cấp_cứu"", ""bệnh_viện"", ""chấn_thương"", ""xuất_huyết"", ""nội"", ""nguy_cấp"", ""yếu_dần"", ""phòng"", ""hồi_sức"", ""truyển_máu"", ""mổ_ngay"", ""tạm_ứng"", ""phí"", ""điều_trị"", ""nguy_hiểm"", ""tính_mạng"", ""cứu_chữa"", ""chuyển_triền""]",thầy giáo_viên chủ_nhiệm gọi_điện khẩn_cấp tai_nạn giao_thông nghiêm_trọng cấp_cứu bệnh_viện chấn_thương xuất_huyết nội nguy_cấp yếu_dần phòng hồi_sức truyển_máu mổ_ngay tạm_ứng phí điều_trị nguy_hiểm tính_mạng cứu_chữa chuyển_triền
86,"nhân viên, quảng cáo, xuất khẩu lao động, lương khởi điểm, tiền, bao ăn ở, bảo hiểm đầy đủ, công ty lo, chương trình học tiếng, giáo viên bản địa, kết nối công ty, cam kết, không đi hoàn tiền, đóng phí hồ sơ, tài khoản, chưa có lớp, người bản địa chưa về, dịch bệnh, đang làm visa, đóng thêm, hoàn tất, thủ tục dịch thuật, xác minh hồ sơ",12,Giả mạo cơ quan xuất khẩu lao động,"[""nhân_viên"", ""quảng_cáo"", ""xuất_khẩu_lao_động"", ""lương_khởi_điểm"", ""bao_ăn_ở"", ""bảo_hiểm_đầy_đủ"", ""công_ty_lo"", ""chương_trình_học_tiếng"", ""giáo_viên_bản_địa"", ""kết_nối_công_ty"", ""cam_kết"", ""không_đi_hoàn_tiền"", ""đóng_phí_hồ_sơ"", ""chưa_có_lớp"", ""người_bản_địa_chưa_về"", ""dịch_bệnh"", ""đang_làm_visa"", ""đóng_thêm"", ""hoàn_tất"", ""thủ_tục_dịch_thuật"", ""xác_minh_hồ_sơ""]","[""nhân_viên"", ""quảng_cáo"", ""xuất_khẩu"", ""lao_động"", ""lương"", ""khởi_điểm"", ""bao"", ""ăn_ở"", ""bảo_hiểm"", ""đầy_đủ"", ""công_ty"", ""lo"", ""chương_trình"", ""học"", ""tiếng"", ""giáo_viên"", ""bản_địa"", ""kết_nối"", ""cam_kết"", ""không_đi_hoàn_tiền"", ""đóng"", ""phí"", ""hồ_sơ"", ""chưa_có_lớp"", ""người"", ""chưa"", ""về"", ""dịch_bệnh"", ""đang_làm_visa"", ""đóng_thêm"", ""hoàn_tất"", ""thủ_tục"", ""dịch_thuật"", ""xác_minh""]",nhân_viên quảng_cáo xuất_khẩu lao_động lương khởi_điểm bao ăn_ở bảo_hiểm đầy_đủ công_ty lo chương_trình học tiếng giáo_viên bản_địa kết_nối cam_kết không_đi_hoàn_tiền đóng phí hồ_sơ chưa_có_lớp người chưa về dịch_bệnh đang_làm_visa đóng_thêm hoàn_tất thủ_tục dịch_thuật xác_minh
87,"giáo viên chủ nhiệm, bị ngã, bệnh viện, chụp chiếu, thủ tục gấp, ảnh hưởng, kết quả, xét nghiệm thêm, hoàn tất, thủ tục, link, chi tiết, tin nhắn, chuyển tiền",8,Lừa đảo liên quan sức khỏe,"[""giáo_viên_chủ_nhiệm"", ""bị_ngã"", ""bệnh_viện"", ""chụp_chiếu"", ""thủ_tục_gấp"", ""ảnh_hưởng"", ""kết_quả"", ""xét_nghiệm_thêm"", ""hoàn_tất"", ""thủ_tục"", ""chi_tiết"", ""tin_nhắn""]","[""giáo_viên"", ""chủ_nhiệm"", ""bị_ngã"", ""bệnh_viện"", ""chụp_chiếu"", ""thủ_tục"", ""gấp"", ""ảnh_hưởng"", ""kết_quả"", ""xét_nghiệm"", ""thêm"", ""hoàn_tất"", ""chi_tiết"", ""tin_nhắn""]",giáo_viên chủ_nhiệm bị_ngã bệnh_viện chụp_chiếu thủ_tục gấp ảnh_hưởng kết_quả xét_nghiệm thêm hoàn_tất chi_tiết tin_nhắn
88,"giáo viên chủ nhiệm, va chạm, chóng mặt, khó thở, phòng y tế, đột ngột, phối hợp nhanh, xử lý, thủ tục, ảnh hưởng, sức khỏe, xác nhận thông tin, kiểm tra sức khỏe, sự cố, đột ngột, gọi trực tiếp, bận cầm hồ sơ, danh sách mới đổi, trường chưa cập nhật",8,Lừa đảo liên quan sức khỏe,"[""giáo_viên_chủ_nhiệm"", ""va_chạm"", ""chóng_mặt"", ""khó_thở"", ""phòng_y_tế"", ""đột_ngột"", ""phối_hợp_nhanh"", ""xử_lý"", ""thủ_tục"", ""ảnh_hưởng"", ""sức_khỏe"", ""xác_nhận_thông_tin"", ""kiểm_tra_sức_khỏe"", ""sự_cố"", ""đột_ngột"", ""gọi_trực_tiếp"", ""bận_cầm_hồ_sơ"", ""danh_sách_mới_đổi"", ""trường_chưa_cập_nhật""]","[""giáo_viên"", ""chủ_nhiệm"", ""va_chạm"", ""chóng_mặt"", ""khó_thở"", ""phòng"", ""y_tế"", ""đột_ngột"", ""phối_hợp"", ""nhanh"", ""xử_lý"", ""thủ_tục"", ""ảnh_hưởng"", ""sức_khỏe"", ""xác_nhận"", ""thông_tin"", ""kiểm_tra"", ""sự_cố"", ""gọi"", ""trực_tiếp"", ""bận"", ""cầm"", ""hồ_sơ"", ""danh_sách"", ""mới"", ""đổi"", ""trường"", ""chưa"", ""cập_nhật""]",giáo_viên chủ_nhiệm va_chạm chóng_mặt khó_thở phòng y_tế đột_ngột phối_hợp nhanh xử_lý thủ_tục ảnh_hưởng sức_khỏe xác_nhận thông_tin kiểm_tra sự_cố gọi trực_tiếp bận cầm hồ_sơ danh_sách mới đổi trường chưa cập_nhật
89,"cô, giáo viên, ôm bụng, mặt tái, choáng nhẹ, phòng cấp cứu, truyền nước, đau bụng đột ngột, đang mệt, xác nhận thông tin, tiếp tục theo dõi, không kịp, tình cờ đi ngang, hỗ trợ bác sĩ, lớp đổi lịch, thẻ để phòng giáo viên, bệnh viện cấm chụp ảnh, đang truyền nước, không cầm điện thoại được, chưa có giường, hạn chế người nhà, tên sổ khác",8,Lừa đảo liên quan sức khỏe,"[""cô"", ""giáo_viên"", ""ôm_bụng"", ""mặt_tái"", ""choáng_nhẹ"", ""phòng_cấp_cứu"", ""truyền_nước"", ""đau_bụng_đột_ngột"", ""đang_mệt"", ""xác_nhận_thông_tin"", ""tiếp_tục_theo_dõi"", ""không_kịp"", ""tình_cờ_đi_ngang"", ""hỗ_trợ_bác_sĩ"", ""lớp_đổi_lịch"", ""thẻ_để_phòng_giáo_viên"", ""bệnh_viện_cấm_chụp_ảnh"", ""đang_truyền_nước"", ""không_cầm_điện_thoại_được"", ""chưa_có_giường"", ""hạn_chế_người_nhà"", ""tên_sổ_khác""]","[""cô"", ""giáo_viên"", ""ôm_bụng"", ""mặt_tái"", ""choáng_nhẹ"", ""phòng"", ""cấp_cứu"", ""truyền_nước"", ""đau"", ""bụng"", ""đột_ngột"", ""đang_mệt"", ""xác_nhận"", ""thông_tin"", ""tiếp_tục"", ""theo_dõi"", ""không_kịp"", ""tình_cờ"", ""đi"", ""ngang"", ""hỗ_trợ"", ""bác_sĩ"", ""lớp_đổi_lịch"", ""thẻ"", ""để"", ""bệnh_viện"", ""cấm"", ""chụp"", ""ảnh"", ""đang_truyền_nước"", ""không"", ""cầm"", ""điện_thoại"", ""được"", ""chưa_có_giường"", ""hạn_chế"", ""người_nhà"", ""tên_sổ_khác""]",cô giáo_viên ôm_bụng mặt_tái choáng_nhẹ phòng cấp_cứu truyền_nước đau bụng đột_ngột đang_mệt xác_nhận thông_tin tiếp_tục theo_dõi không_kịp tình_cờ đi ngang hỗ_trợ bác_sĩ lớp_đổi_lịch thẻ để bệnh_viện cấm chụp ảnh đang_truyền_nước không cầm điện_thoại được chưa_có_giường hạn_chế người_nhà tên_sổ_khác
90,"cô, giáo viên, ôm bụng, đau dữ dội, ngồi bệt, cổng phụ, phòng cấp cứu, tỉnh táo, mệt, khóc, nắm tay cô, cô ơi đừng bỏ con, địa chỉ gia đình, đột xuất, ngoài giờ học, run, không bấm được điện thoại, giữ cặp, số liên lạc, bác sĩ, xác nhận gấp, xét nghiệm, hỗ trợ y tế, đau quá, không chịu nổi, đứng tên, hỗ trợ, tạm thời",8,Lừa đảo liên quan sức khỏe,"[""cô"", ""giáo_viên"", ""ôm_bụng"", ""đau_dữ_dội"", ""ngồi_bệt"", ""cổng_phụ"", ""phòng_cấp_cứu"", ""tỉnh_táo"", ""mệt"", ""khóc"", ""nắm_tay_cô"", ""cô_ơi_đừng_bỏ_con"", ""địa_chỉ_gia_đình"", ""đột_xuất"", ""ngoài_giờ_học"", ""run"", ""không_bấm_được_điện_thoại"", ""giữ_cặp"", ""số_liên_lạc"", ""bác_sĩ"", ""xác_nhận_gấp"", ""xét_nghiệm"", ""hỗ_trợ_y_tế"", ""đau_quá"", ""không_chịu_nổi"", ""đứng_tên"", ""hỗ_trợ"", ""tạm_thời""]","[""cô"", ""giáo_viên"", ""ôm_bụng"", ""đau"", ""dữ_dội"", ""ngồi_bệt"", ""cổng_phụ"", ""phòng"", ""cấp_cứu"", ""tỉnh_táo"", ""mệt"", ""khóc"", ""nắm_tay_cô"", ""cô_ơi_đừng_bỏ_con"", ""địa_chỉ"", ""gia_đình"", ""đột_xuất"", ""ngoài_giờ_học"", ""run"", ""không"", ""bấm"", ""được"", ""điện_thoại"", ""giữ_cặp"", ""số"", ""liên_lạc"", ""bác_sĩ"", ""xác_nhận"", ""gấp"", ""xét_nghiệm"", ""hỗ_trợ"", ""y_tế"", ""đau_quá"", ""không_chịu_nổi"", ""đứng_tên"", ""tạm_thời""]",cô giáo_viên ôm_bụng đau dữ_dội ngồi_bệt cổng_phụ phòng cấp_cứu tỉnh_táo mệt khóc nắm_tay_cô cô_ơi_đừng_bỏ_con địa_chỉ gia_đình đột_xuất ngoài_giờ_học run không bấm được điện_thoại giữ_cặp số liên_lạc bác_sĩ xác_nhận gấp xét_nghiệm hỗ_trợ y_tế đau_quá không_chịu_nổi đứng_tên tạm_thời
91,"thầy, giảng viên, tai nạn, đầu choáng, truyền nước, phòng cấp cứu, giọng yếu, chờ chụp CT, xác nhận, thân nhân, gấp, tạm ứng, phí kiểm tra, người giám hộ, tạm thời, quê quán, khu trọ, chuyển tiền, tạm ứng phí, chuyển máy",8,Lừa đảo liên quan sức khỏe,"[""thầy"", ""giảng_viên"", ""tai_nạn"", ""đầu_choáng"", ""truyền_nước"", ""phòng_cấp_cứu"", ""giọng_yếu"", ""chờ_chụp_ct"", ""xác_nhận"", ""thân_nhân"", ""gấp"", ""tạm_ứng"", ""phí_kiểm_tra"", ""người_giám_hộ"", ""tạm_thời"", ""quê_quán"", ""khu_trọ"", ""tạm_ứng_phí"", ""chuyển_máy""]","[""thầy"", ""giảng_viên"", ""tai_nạn"", ""đầu_choáng"", ""truyền_nước"", ""phòng"", ""cấp_cứu"", ""giọng_yếu"", ""chờ_chụp_ct"", ""xác_nhận"", ""thân_nhân"", ""gấp"", ""tạm_ứng"", ""phí"", ""kiểm_tra"", ""người"", ""giám_hộ"", ""tạm_thời"", ""quê_quán"", ""khu_trọ"", ""chuyển_máy""]",thầy giảng_viên tai_nạn đầu_choáng truyền_nước phòng cấp_cứu giọng_yếu chờ_chụp_ct xác_nhận thân_nhân gấp tạm_ứng phí kiểm_tra người giám_hộ tạm_thời quê_quán khu_trọ chuyển_máy
92,"giảng viên, trượt chân, trạm y tế, chân sưng, mắt mờ, tinh thành hoảng, quê quán, lập biên bản, kiểm tra, ảnh hưởng, điểm khóa luận, mất cảnh giác, xác nhận miệng, điện thoại, nghỉ học chiều",8,Lừa đảo liên quan sức khỏe,"[""giảng_viên"", ""trượt_chân"", ""trạm_y_tế"", ""chân_sưng"", ""mắt_mờ"", ""tinh_thành_hoảng"", ""quê_quán"", ""lập_biên_bản"", ""kiểm_tra"", ""ảnh_hưởng"", ""điểm_khóa_luận"", ""mất_cảnh_giác"", ""xác_nhận_miệng"", ""điện_thoại"", ""nghỉ_học_chiều""]","[""giảng_viên"", ""trượt_chân"", ""trạm"", ""y_tế"", ""chân_sưng"", ""mắt_mờ"", ""tinh_thành_hoảng"", ""quê_quán"", ""lập"", ""biên_bản"", ""kiểm_tra"", ""ảnh_hưởng"", ""điểm_khóa_luận"", ""mất"", ""cảnh_giác"", ""xác_nhận"", ""miệng"", ""điện_thoại"", ""nghỉ_học_chiều""]",giảng_viên trượt_chân trạm y_tế chân_sưng mắt_mờ tinh_thành_hoảng quê_quán lập biên_bản kiểm_tra ảnh_hưởng điểm_khóa_luận mất cảnh_giác xác_nhận miệng điện_thoại nghỉ_học_chiều
93,"thầy, giáo viên chủ nhiệm, tai nạn, ngã, va chạm đầu, khó thở, bệnh viện, phẫu thuật gấp, tạm ứng, viện phí, tiền, chuyển tiền, tài khoản, hỗ trợ, thủ tục, mất nhiều máu, cần mổ, phút, chuyển tiền, chuyển thêm, nguy hiểm, tính mạng",8,Lừa đảo liên quan sức khỏe,"[""thầy"", ""giáo_viên_chủ_nhiệm"", ""tai_nạn"", ""ngã"", ""va_chạm_đầu"", ""khó_thở"", ""bệnh_viện"", ""phẫu_thuật_gấp"", ""tạm_ứng"", ""viện_phí"", ""hỗ_trợ"", ""thủ_tục"", ""mất_nhiều_máu"", ""cần_mổ"", ""phút"", ""chuyển_thêm"", ""nguy_hiểm"", ""tính_mạng""]","[""thầy"", ""giáo_viên"", ""chủ_nhiệm"", ""tai_nạn"", ""ngã"", ""va_chạm"", ""đầu"", ""khó_thở"", ""bệnh_viện"", ""phẫu_thuật"", ""gấp"", ""tạm_ứng"", ""viện_phí"", ""hỗ_trợ"", ""thủ_tục"", ""mất_nhiều_máu"", ""cần_mổ"", ""phút"", ""chuyển_thêm"", ""nguy_hiểm"", ""tính_mạng""]",thầy giáo_viên chủ_nhiệm tai_nạn ngã va_chạm đầu khó_thở bệnh_viện phẫu_thuật gấp tạm_ứng viện_phí hỗ_trợ thủ_tục mất_nhiều_máu cần_mổ phút chuyển_thêm nguy_hiểm tính_mạng
